Feature,Coefficient,AbsoluteCoefficient
TLD_navy,-0.0015807883930115808,0.0015807883930115808
TLD_sm,-0.0015689509390327614,0.0015689509390327614
TLD_123,0.0015560788896747267,0.0015560788896747267
TLD_cv,-0.0015287094947473649,0.0015287094947473649
TLD_farm,0.0015036401907775063,0.0015036401907775063
TLD_xn--p1ai,0.0014914112519772995,0.0014914112519772995
TLD_best,-0.0014893574862272242,0.0014893574862272242
TLD_yoga,-0.0014729071240868138,0.0014729071240868138
TLD_krd,0.001461949555519615,0.001461949555519615
TLD_232,0.0014547560953385383,0.0014547560953385383
TLD_mu,-0.0014539886053186665,0.0014539886053186665
TLD_106,0.001430268511856539,0.001430268511856539
TLD_com:443,0.0013989066975517311,0.0013989066975517311
TLD_203,0.0013748992377929823,0.0013748992377929823
TLD_review,-0.001360154037722283,0.001360154037722283
TLD_tax,0.0013572990578089228,0.0013572990578089228
TLD_mp,0.0013440294579576716,0.0013440294579576716
TLD_wf,0.0013253198580375364,0.0013253198580375364
TLD_wtf,-0.0013163867309417083,0.0013163867309417083
TLD_133:8080,0.0012958920811166155,0.0012958920811166155
TLD_80:8085,0.001295167153491821,0.001295167153491821
TLD_68:8080,0.0012951485976381869,0.0012951485976381869
TLD_188:10003,0.001292340708846212,0.001292340708846212
TLD_211:8383,0.0012912275249776788,0.0012912275249776788
TLD_shoes,-0.0012870206059632484,0.0012870206059632484
TLD_225,0.0012843602483860379,0.0012843602483860379
TLD_hosting,0.0012768110347535751,0.0012768110347535751
TLD_187,0.001270659047969725,0.001270659047969725
TLD_243,0.0012706146907581354,0.0012706146907581354
TLD_30,0.001268554015569451,0.001268554015569451
TLD_126:8080,0.0012656368624672856,0.0012656368624672856
TLD_ss,-0.001264100754827543,0.001264100754827543
TLD_227,0.00125735472693537,0.00125735472693537
TLD_110,0.0012503433524071236,0.0012503433524071236
TLD_237,0.0012501665602327808,0.0012501665602327808
TLD_help,0.0012480706900064038,0.0012480706900064038
TLD_46,0.0012441970746718883,0.0012441970746718883
TLD_salon,-0.0012336272715574473,0.0012336272715574473
TLD_47,0.0012333539954717488,0.0012333539954717488
TLD_43,0.0012315225524417422,0.0012315225524417422
TLD_116,0.0012297146641276552,0.0012297146641276552
TLD_healthcare,-0.0012275453476187823,0.0012275453476187823
TLD_254:30332,0.0012216438288912214,0.0012216438288912214
TLD_214,0.0012196113943293485,0.0012196113943293485
TLD_161,0.0012195890253747527,0.0012195890253747527
TLD_nr,0.0012135928013509265,0.0012135928013509265
TLD_242,0.001211918757932676,0.001211918757932676
TLD_163,0.0012037397192441613,0.0012037397192441613
TLD_nagoya,-0.001202953366784571,0.001202953366784571
TLD_221,0.0012006600555212463,0.0012006600555212463
TLD_33,0.0011983578386831832,0.0011983578386831832
TLD_63,0.0011961276758544444,0.0011961276758544444
TLD_mq,0.001186861021367255,0.001186861021367255
TLD_136,0.0011868373373414849,0.0011868373373414849
TLD_111,0.001184653125165178,0.001184653125165178
TLD_80,0.0011799183813271858,0.0011799183813271858
TLD_250,0.0011789536796682767,0.0011789536796682767
TLD_140,0.0011648867426342874,0.0011648867426342874
TLD_196,0.0011587597411044715,0.0011587597411044715
TLD_mw,-0.0011519653316441106,0.0011519653316441106
TLD_233,0.0011468876088407917,0.0011468876088407917
TLD_52,0.0011447287914417917,0.0011447287914417917
TLD_com:4000,0.0011351788240666885,0.0011351788240666885
TLD_sb,-0.0011214873680763372,0.0011214873680763372
TLD_125,0.0011210362804008377,0.0011210362804008377
TLD_126,0.0011193846325155358,0.0011193846325155358
TLD_kiwi,-0.001117994779124577,0.001117994779124577
TLD_ci,0.001108169939853845,0.001108169939853845
TLD_216,0.0011013074198962484,0.0011013074198962484
TLD_mortgage,-0.001099674677265883,0.001099674677265883
TLD_42,0.0010968065677191838,0.0010968065677191838
TLD_149,0.0010860223803522782,0.0010860223803522782
TLD_gives,-0.0010838516647018917,0.0010838516647018917
TLD_178,0.0010825166299773233,0.0010825166299773233
TLD_11,0.0010816510041048027,0.0010816510041048027
TLD_71,0.0010607455107853364,0.0010607455107853364
TLD_189,0.001046306426847741,0.001046306426847741
TLD_240:8087,0.0010443697562395014,0.0010443697562395014
TLD_107,0.001034602118920418,0.001034602118920418
TLD_gf,0.0010318192668798947,0.0010318192668798947
TLD_ovh,-0.0010258959844252592,0.0010258959844252592
TLD_legal,-0.0010219805169342764,0.0010219805169342764
TLD_aw,0.00098042058869027,0.00098042058869027
TLD_ist,-0.000973718960075185,0.000973718960075185
TLD_cars,0.000963439933195853,0.000963439933195853
TLD_166,0.0009619771311297568,0.0009619771311297568
TLD_land:443,0.0009504318232681697,0.0009504318232681697
TLD_recipes,-0.0009396940553638333,0.0009396940553638333
TLD_21,0.0009380920998204844,0.0009380920998204844
TLD_117,0.0009367691236892757,0.0009367691236892757
TLD_nrw,-0.0009260192090969916,0.0009260192090969916
TLD_84,0.0009062315843138987,0.0009062315843138987
TLD_photos,0.0008908633185369336,0.0008908633185369336
TLD_radio,-0.0008787015039596918,0.0008787015039596918
TLD_ooo,0.000871842152392363,0.000871842152392363
TLD_bar,-0.0008600822141307354,0.0008600822141307354
TLD_fr:443,-0.0007920356275484255,0.0007920356275484255
TLD_177,0.0007872041808449715,0.0007872041808449715
TLD_supply,-0.0007867758282444502,0.0007867758282444502
TLD_235,0.0007838156226345821,0.0007838156226345821
TLD_software,-0.0007740157165713538,0.0007740157165713538
TLD_expert,-0.0007685183083223103,0.0007685183083223103
TLD_sz,-0.0007656487881804898,0.0007656487881804898
TLD_consulting,-0.0007554826340547738,0.0007554826340547738
TLD_builders,-0.0007367969220263969,0.0007367969220263969
TLD_154,-0.0007351571702579441,0.0007351571702579441
TLD_230,0.0007176791449655632,0.0007176791449655632
TLD_jm,0.0007098382251318811,0.0007098382251318811
TLD_bf,0.0006972145645716209,0.0006972145645716209
TLD_vi,0.0006951552905301749,0.0006951552905301749
TLD_town,-0.0006916228205157254,0.0006916228205157254
TLD_af,-0.0006916018539267625,0.0006916018539267625
TLD_xn--c1avg,0.0006799289478746399,0.0006799289478746399
TLD_basketball,-0.0006763460748304061,0.0006763460748304061
TLD_bi,0.0006468243332843323,0.0006468243332843323
TLD_uno,-0.0006458268663434668,0.0006458268663434668
TLD_investments,-0.0006424140769942658,0.0006424140769942658
TLD_faith,-0.0006303548017960765,0.0006303548017960765
TLD_beer,-0.0006299401480563693,0.0006299401480563693
TLD_lat,-0.0006293132036185792,0.0006293132036185792
TLD_bid,-0.0006122347120729574,0.0006122347120729574
TLD_121,0.0006101557611983032,0.0006101557611983032
TLD_182,-0.0006090832504162114,0.0006090832504162114
TLD_xn--90ais,0.0005942982303343705,0.0005942982303343705
TLD_lundbeck,-0.0005687323275414635,0.0005687323275414635
TLD_cafe,0.0005570910274102391,0.0005570910274102391
TLD_condos,-0.0005564623826321232,0.0005564623826321232
TLD_sexy,-0.0005549033049752438,0.0005549033049752438
TLD_200,0.0005547344505200224,0.0005547344505200224
TLD_management,-0.000549522550849733,0.000549522550849733
TLD_sx,0.0005170161431353908,0.0005170161431353908
TLD_rip,0.0005140963945610988,0.0005140963945610988
TLD_dental,-0.0005127037449010322,0.0005127037449010322
TLD_tours,-0.0005032294945876298,0.0005032294945876298
TLD_134,0.0004946944744196431,0.0004946944744196431
TLD_sr,-0.0004873850345807234,0.0004873850345807234
TLD_xn--6frz82g,0.00047407460520366843,0.00047407460520366843
TLD_15,0.00044079620430476833,0.00044079620430476833
TLD_golf,0.0004381729515614773,0.0004381729515614773
TLD_center,-0.00042694337190058004,0.00042694337190058004
TLD_kitchen,0.00041335517993696194,0.00041335517993696194
TLD_koeln,-0.00041013822793478834,0.00041013822793478834
TLD_173,0.0004040773273700813,0.0004040773273700813
TLD_law,-0.0004007917195511302,0.0004007917195511302
TLD_155,0.0004005986772189895,0.0004005986772189895
TLD_cc:8443,0.0004000013381050275,0.0004000013381050275
TLD_145,0.0003958117519527811,0.0003958117519527811
TLD_184,0.000378220165070433,0.000378220165070433
TLD_gle,-0.00037583147680250815,0.00037583147680250815
TLD_monster,-0.00037355705624280376,0.00037355705624280376
TLD_cu,0.0003698022964517043,0.0003698022964517043
TLD_gold,0.0003697801992018688,0.0003697801992018688
TLD_kw,-0.00036413655709993203,0.00036413655709993203
TLD_28,0.00031139055937477814,0.00031139055937477814
TLD_furniture,0.00029929417473776383,0.00029929417473776383
TLD_theater,-0.0002750880615649776,0.0002750880615649776
TLD_tm,0.00027490408818484676,0.00027490408818484676
TLD_fyi,-0.00027072073669651776,0.00027072073669651776
TLD_ngo,0.0002638839788455037,0.0002638839788455037
TLD_bs,0.00025824631099494286,0.00025824631099494286
TLD_neustar,-0.00025325036654707384,0.00025325036654707384
TLD_pink,-0.00023401760937173075,0.00023401760937173075
TLD_151,-0.00019718906049731024,0.00019718906049731024
TLD_auto,-0.00018520455789938238,0.00018520455789938238
TLD_sharp,-0.00017590909612565732,0.00017590909612565732
TLD_training,0.00016998959622763015,0.00016998959622763015
TLD_qa,0.0001569445485489759,0.0001569445485489759
TLD_198,0.00014169479522575774,0.00014169479522575774
TLD_pl:443,0.00013994523913471438,0.00013994523913471438
TLD_ruhr,0.00013743091356691511,0.00013743091356691511
TLD_mba,-0.00013358806214915677,0.00013358806214915677
TLD_gh,0.0001237875071655549,0.0001237875071655549
TLD_pw,0.00012134302101692376,0.00012134302101692376
TLD_toys,-5.990136177798708e-05,5.990136177798708e-05
TLD_xn--p1acf,5.576655003052038e-05,5.576655003052038e-05
TLD_bj,1.321696230047092e-05,1.321696230047092e-05
TLD_zone,6.17359940631142e-06,6.17359940631142e-06
TLD_post,0.0,0.0
TLD_film,0.0,0.0
TLD_citic,0.0,0.0
TLD_cab,0.0,0.0
TLD_crs,0.0,0.0
TLD_ye,0.0,0.0
TLD_flights,0.0,0.0
TLD_weber,0.0,0.0
TLD_cern,0.0,0.0
TLD_codes,0.0,0.0
TLD_39,0.0,0.0
TLD_27,0.0,0.0
TLD_miami,0.0,0.0
TLD_gift,0.0,0.0
TLD_guitars,0.0,0.0
TLD_240,0.0,0.0
TLD_249:8080,0.0,0.0
TLD_racing,0.0,0.0
TLD_222,0.0,0.0
TLD_165,0.0,0.0
TLD_14,0.0,0.0
TLD_trading,0.0,0.0
TLD_industries,0.0,0.0
TLD_immo,0.0,0.0
TLD_va,0.0,0.0
TLD_162,0.0,0.0
TLD_makeup,0.0,0.0
TLD_ventures,0.0,0.0
